,day,process,USD,H,Hprice,B,Bprice,Hx1,Bx2
69,69,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
70,70,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
71,71,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
72,72,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
73,73,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
74,74,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
75,75,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
77,77,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
78,78,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
79,79,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
80,80,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
81,81,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
82,82,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
83,83,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
84,84,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
85,85,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
86,86,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
87,87,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
88,88,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
89,89,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
90,90,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
91,91,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
92,92,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
93,93,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
94,94,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
95,95,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
96,96,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
97,97,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
98,98,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
99,99,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
100,100,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
101,101,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
102,102,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
103,103,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
105,105,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
106,106,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
107,107,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
108,108,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
110,110,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
111,111,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
112,112,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
113,113,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
114,114,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
115,115,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
116,116,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
117,117,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
118,118,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
119,119,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
120,120,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
121,121,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
122,122,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
123,123,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
124,124,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
125,125,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
126,126,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
127,127,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
129,129,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
130,130,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
131,131,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
132,132,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
133,133,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
134,134,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
135,135,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
136,136,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
137,137,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
138,138,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
139,139,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
140,140,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
141,141,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
142,142,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
143,143,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
144,144,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
145,145,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
146,146,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
147,147,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
148,148,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
149,149,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
150,150,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
151,151,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
152,152,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
153,153,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
154,154,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
155,155,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
156,156,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
157,157,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
158,158,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
159,159,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
160,160,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
161,161,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
162,162,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
163,163,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
164,164,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
165,165,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
166,166,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
167,167,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
168,168,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
169,169,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
170,170,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
171,171,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
172,172,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
173,173,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
174,174,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
175,175,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
176,176,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
177,177,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
178,178,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
179,179,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
180,180,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
181,181,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
182,182,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
183,183,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
184,184,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
185,185,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
186,186,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
187,187,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
188,188,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
189,189,11,1.4152306064909139e-05,10.129256482713561,967.69,0.0,0.0,0.990099010682534,1.4152306064909138e-09
190,189,22,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,967.69,0.990099010682534,1.4152306064909138e-09
191,190,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
192,191,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
193,192,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
194,193,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
195,194,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
196,195,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
197,196,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
198,197,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
199,198,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
200,199,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
201,200,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
202,201,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
203,202,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
204,203,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
205,204,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
206,205,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
207,206,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
208,207,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
209,208,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
210,209,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
211,210,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
212,211,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
213,212,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
214,213,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
215,214,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
216,215,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
217,216,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
218,217,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
219,218,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
220,219,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
221,220,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
222,221,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
223,222,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
224,223,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
225,224,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
226,225,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
227,226,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
228,227,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
229,228,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
230,229,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
231,230,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
232,231,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
233,232,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
234,233,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
235,234,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
236,235,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
237,236,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
238,237,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
239,238,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
240,239,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
241,240,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
242,241,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
243,242,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
244,243,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
245,244,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
246,245,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
247,246,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
248,247,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
249,248,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
250,249,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
251,250,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
252,251,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
253,252,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
254,253,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
255,254,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
256,255,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
257,256,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
258,257,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
259,258,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
260,259,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
261,260,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
262,261,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
263,262,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
264,263,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
265,264,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
266,265,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
267,266,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
268,267,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
269,268,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
270,269,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
271,270,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
272,271,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
273,272,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
274,273,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
275,274,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
276,275,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
277,276,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
278,277,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
279,278,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
280,279,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
281,280,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
282,281,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
283,282,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
284,283,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
285,284,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
286,285,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
287,286,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
288,287,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
289,288,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
290,289,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
291,290,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
292,291,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
293,292,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
294,293,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
295,294,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
296,295,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
297,296,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
298,297,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
299,298,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
300,299,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
301,300,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
302,301,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
303,302,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
304,303,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
305,304,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
306,305,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
307,306,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
308,307,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
309,308,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
310,309,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
311,310,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
312,311,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
313,312,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
314,313,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
315,314,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
316,315,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
317,316,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
318,317,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
319,318,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
320,319,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
321,320,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
322,321,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
323,322,0,1.4012184233742964e-05,10.129256482713561,0.0,2.0283563084848113e-17,0.0,0.0,0.0
